Report Period,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,
Report Period,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,
Total Children in Care,18,19,19,24,22,23,24,25,
Total Family-like setting,3,2,2,3,2,3,3,2,
Relative foster home,0,0,0,2,2,2,2,1,
Non-relative foster home,1,1,1,1,0,0,0,0,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,1,1,1,0,0,1,1,1,
Supervised Independent Living,1,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,15,17,17,21,20,20,21,23,
Group Home,4,5,6,6,4,4,3,3,
Residential Treatment,5,5,5,5,5,5,6,5,
Psychiatric RTC,1,1,1,1,2,1,1,1,
Boys School,4,4,2,4,5,6,8,8,
Girls School,0,0,1,3,3,3,3,4,
Detention,0,1,1,1,0,0,0,1,
Crisis Center,1,1,1,1,1,1,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,1,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Jan 31, 2014","Feb 28, 2014","Mar 31, 2014","Apr 30, 2014","May 31, 2014","Jun 30, 2014","Jul 31, 2014","Aug 31, 2014",
Report Period,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,
Total Children in Care,24,23,25,26,27,29,27,25,
Total Family-like setting,0,1,1,1,1,1,2,3,
Relative foster home,0,1,1,0,0,0,0,0,
Non-relative foster home,0,0,0,0,0,0,1,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,0,0,0,0,0,0,0,1,
Supervised Independent Living,0,0,0,1,1,1,1,1,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,24,22,24,25,26,28,25,22,
Group Home,3,3,1,2,6,6,5,3,
Residential Treatment,5,3,4,4,4,4,2,1,
Psychiatric RTC,2,0,0,0,0,2,3,2,
Boys School,8,9,12,12,11,11,10,9,
Girls School,6,7,7,7,5,5,5,6,
Detention,0,0,0,0,0,0,0,1,
Crisis Center,0,0,0,0,0,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Sep 30, 2014","Oct 31, 2014","Nov 30, 2014","Dec 31, 2014","Jan 31, 2015","Feb 28, 2015","Mar 31, 2015","Apr 30, 2015",
Report Period,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,
Total Children in Care,27,24,26,18,17,20,23,23,
Total Family-like setting,2,2,3,4,4,4,3,3,
Relative foster home,0,0,0,0,0,0,0,0,
Non-relative foster home,1,1,2,2,2,2,2,2,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,0,0,0,1,1,2,1,1,
Supervised Independent Living,1,1,1,1,1,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,24,21,22,13,12,15,19,19,
Group Home,4,5,7,5,4,4,5,7,
Residential Treatment,1,1,1,0,0,0,1,1,
Psychiatric RTC,2,2,3,2,2,2,2,2,
Boys School,9,7,7,3,3,3,4,3,
Girls School,7,5,4,3,3,3,5,5,
Detention,1,1,0,0,0,2,2,0,
Crisis Center,0,0,0,0,0,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,1,0,1,
Runaway,1,1,1,1,1,1,1,1,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"May 31, 2015","Jun 30, 2015","Jul 31, 2015","Aug 31, 2015","Sep 30, 2015","Oct 31, 2015","Nov 30, 2015","Dec 31, 2015",
Report Period,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,
Total Children in Care,20,21,23,28,27,23,21,14,
Total Family-like setting,4,2,2,2,2,2,1,2,
Relative foster home,0,0,0,0,0,0,0,0,
Non-relative foster home,3,2,2,2,2,2,1,2,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,1,0,0,0,0,0,0,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,16,19,21,26,25,21,20,12,
Group Home,3,4,4,3,4,1,1,0,
Residential Treatment,1,1,1,1,2,2,2,2,
Psychiatric RTC,3,4,3,2,2,1,1,1,
Boys School,4,6,8,9,8,10,10,3,
Girls School,4,4,5,8,8,6,5,5,
Detention,0,0,0,1,0,1,1,1,
Crisis Center,0,0,0,0,0,0,0,0,
Hospital,0,0,0,2,1,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,1,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Jan 31, 2016","Feb 29, 2016","Mar 31, 2016","Apr 30, 2016","May 31, 2016","Jun 30, 2016","Jul 31, 2016","Aug 31, 2016",
Report Period,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,
Total Children in Care,15,16,15,18,15,17,21,20,
Total Family-like setting,2,2,2,2,2,1,2,1,
Relative foster home,0,0,0,0,0,0,0,0,
Non-relative foster home,2,2,2,2,2,1,2,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,0,0,0,0,0,0,0,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,13,14,13,16,13,16,19,19,
Group Home,1,2,1,0,2,4,4,4,
Residential Treatment,2,1,1,1,1,1,2,2,
Psychiatric RTC,1,2,2,2,1,1,2,1,
Boys School,4,3,2,5,5,5,6,8,
Girls School,5,6,6,5,4,4,4,3,
Detention,0,0,1,3,0,1,1,1,
Crisis Center,0,0,0,0,0,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Sep 30, 2016","Oct 31, 2016","Nov 30, 2016","Dec 31, 2016","Jan 31, 2017","Feb 28, 2017","Mar 31, 2017","Apr 30, 2017",
Report Period,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,
Total Children in Care,24,23,26,18,18,21,24,20,
Total Family-like setting,1,1,1,2,1,1,1,1,
Relative foster home,0,0,0,0,0,0,0,0,
Non-relative foster home,1,1,1,1,1,1,1,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,0,0,0,1,0,0,0,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,23,22,25,16,17,20,23,19,
Group Home,5,5,8,4,4,4,3,3,
Residential Treatment,2,1,1,1,1,1,1,1,
Psychiatric RTC,1,1,1,0,1,1,1,1,
Boys School,9,10,9,8,8,10,15,13,
Girls School,4,5,5,2,2,2,2,1,
Detention,2,0,1,1,1,2,1,0,
Crisis Center,0,0,0,0,0,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"May 31, 2017","Jun 30, 2017","Jul 31, 2017","Aug 31, 2017","Sep 30, 2017","Oct 31, 2017","Nov 30, 2017","Dec 31, 2017",
Report Period,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,
Total Children in Care,20,23,21,24,18,
Total Family-like setting,1,1,1,2,1,
Relative foster home,0,0,0,1,0,
Non-relative foster home,1,1,1,1,1,
Pre-adoptive home,0,0,0,0,0,
Trial Home Visit,0,0,0,0,0,
Supervised Independent Living,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,
Total Group Care,19,22,20,22,17,
Group Home,4,3,2,5,3,
Residential Treatment,1,1,2,2,1,
Psychiatric RTC,1,1,1,1,1,
Boys School,12,12,12,11,11,
Girls School,1,2,1,1,1,
Detention,0,3,2,2,0,
Crisis Center,0,0,0,0,0,
Hospital,0,0,0,0,0,
State Hospital,0,0,0,0,0,
Jail,0,0,0,0,0,
Runaway,0,0,0,0,0,
Interim,0,0,0,0,0,
Unknown,0,0,0,0,0,
Date data are based,"Jan 31, 2018","Feb 28, 2018","Mar 31, 2018","Apr 30, 2018","May 31, 2018",
