period,Psychiatric RTC,Relative foster home,Supervised Independent Living,Long Term FC Non Relative,Long Term FC Relative,Interim,Boys School,State Hospital,Girls School,Total Children in Care,Hospital,Total Family-like setting,Therapeutic FC Non Relative,Specialized FC Relative,Jail,Pre-adoptive home,Crisis Center,Detention,district,Therapeutic FC Relative,Trial Home Visit,Runaway,Total Group Care,Non-relative foster home,Residential Treatment,Group Home,Specialized FC Non Relative,Unknown
Aug 2013,1,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,4,0,1,0,8,0,3,1,0,0
Sep 2013,1,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,3,4,0,1,0,10,0,3,0,0,0
Oct 2013,1,0,0,0,0,0,2,0,4,11,0,1,0,0,0,0,0,1,4,0,1,0,10,0,2,0,0,0
Nov 2013,1,0,0,0,0,0,4,0,5,15,0,1,0,0,0,0,0,0,4,0,1,0,14,0,2,2,0,0
Dec 2013,1,0,0,0,0,0,4,0,5,17,0,1,0,0,0,0,0,2,4,0,1,0,16,0,1,3,0,0
Jan 2014,2,0,0,0,0,0,6,0,4,17,0,1,0,0,0,0,0,0,4,0,1,0,16,0,1,3,0,0
Feb 2014,2,0,0,0,0,0,6,0,4,20,1,1,0,0,0,0,0,1,4,0,1,0,19,0,3,2,0,0
Mar 2014,3,0,0,0,0,0,6,0,5,20,0,0,0,0,0,0,0,0,4,0,0,0,20,0,3,3,0,0
Apr 2014,3,0,0,0,0,0,6,0,5,23,0,0,0,0,0,0,0,0,4,0,0,0,23,0,5,4,0,0
May 2014,3,0,0,0,0,0,5,0,5,23,0,0,0,0,0,0,0,1,4,0,0,0,23,0,5,4,0,0
Jun 2014,3,0,0,0,0,0,5,0,4,20,0,0,0,0,0,0,0,0,4,0,0,0,20,0,5,3,0,0
Jul 2014,3,0,0,0,0,0,4,0,5,19,0,0,0,0,0,0,0,0,4,0,0,0,19,0,4,3,0,0
Aug 2014,3,0,1,0,0,0,3,0,4,19,0,1,0,0,0,0,0,2,4,0,0,0,18,0,4,2,0,0
Sep 2014,3,0,0,0,0,0,4,0,4,21,0,1,0,0,0,0,0,0,4,0,0,1,19,1,5,3,0,0
Oct 2014,2,0,0,0,0,0,5,0,4,20,0,1,0,0,0,0,0,0,4,0,0,1,18,1,6,1,0,0
Nov 2014,2,0,0,0,0,0,5,0,4,24,1,1,0,0,0,0,0,2,4,0,0,1,22,1,5,3,0,0
Dec 2014,2,0,0,0,0,0,7,0,4,23,0,1,0,0,0,0,0,1,4,0,0,1,21,1,5,2,0,0
Jan 2015,2,0,0,0,0,0,7,0,2,20,0,1,0,0,0,0,0,0,4,0,0,1,18,1,5,2,0,0
Feb 2015,2,0,0,0,0,0,7,0,3,20,0,1,0,0,0,0,0,0,4,0,0,0,19,1,5,2,0,0
Mar 2015,1,0,0,0,0,0,7,0,2,16,1,1,0,0,0,0,0,0,4,0,0,0,15,1,3,1,0,0
Apr 2015,1,0,0,0,0,0,7,0,3,18,0,1,0,0,0,0,0,1,4,0,0,0,17,1,3,2,0,0
May 2015,1,0,0,0,0,0,5,0,2,15,1,3,0,0,0,0,0,1,4,0,1,0,12,2,1,1,0,0
Jun 2015,0,1,0,0,0,0,5,0,2,16,0,2,0,0,0,0,0,3,4,0,1,0,14,0,2,2,0,0
Jul 2015,1,1,0,0,0,0,7,0,2,16,0,2,0,0,0,0,0,1,4,0,1,0,14,0,1,2,0,0
Aug 2015,1,1,0,0,0,0,6,0,1,13,0,2,0,0,0,0,0,0,4,0,1,0,11,0,1,2,0,0
Sep 2015,1,1,0,0,0,0,8,0,1,17,0,2,0,0,0,0,0,0,4,0,1,0,15,0,1,4,0,0
Oct 2015,1,1,0,0,0,0,7,0,1,17,0,1,0,0,0,0,0,1,4,0,0,0,16,0,1,5,0,0
Nov 2015,1,1,0,0,0,0,9,0,2,19,0,1,0,0,0,0,0,0,4,0,0,0,18,0,1,5,0,0
Dec 2015,1,1,0,0,0,0,9,0,2,19,0,1,0,0,0,0,0,0,4,0,0,0,18,0,1,5,0,0
Jan 2016,2,1,0,0,0,0,9,0,1,18,0,1,0,0,0,0,0,0,4,0,0,0,17,0,1,4,0,0
Feb 2016,2,1,0,0,0,0,7,0,1,18,0,1,0,0,0,0,0,1,4,0,0,0,17,0,1,5,0,0
Mar 2016,2,1,0,0,0,0,4,0,1,17,0,1,0,0,0,0,0,1,4,0,0,0,16,0,1,7,0,0
Apr 2016,1,1,0,0,0,0,3,0,1,11,0,1,0,0,0,0,0,0,4,0,0,0,10,0,3,2,0,0
May 2016,1,1,0,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,4,0,0,0,8,0,2,3,0,0
Jun 2016,1,1,0,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,4,0,0,0,8,0,3,2,0,0
Jul 2016,1,1,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,1,4,0,0,0,8,0,3,2,0,0
Aug 2016,1,1,0,0,0,0,0,0,0,10,0,2,0,0,1,0,0,3,4,0,0,0,8,1,3,0,0,0
Sep 2016,1,1,0,0,0,0,2,0,2,13,0,2,0,0,1,0,0,1,4,0,0,0,11,1,2,2,0,0
Oct 2016,1,1,0,0,0,0,5,0,2,13,0,2,0,0,0,0,0,0,4,0,0,0,11,1,1,2,0,0
Nov 2016,1,1,0,0,0,0,5,0,2,13,0,2,0,0,0,0,0,1,4,0,0,0,11,1,0,2,0,0
Dec 2016,1,0,0,0,0,0,6,0,3,13,0,1,0,0,0,0,0,0,4,0,0,0,12,1,0,2,0,0
Jan 2017,1,0,0,0,0,0,7,0,3,13,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,2,0,0
Feb 2017,1,0,0,0,0,0,7,0,2,15,0,0,0,0,0,0,0,2,4,0,0,0,15,0,1,2,0,0
Mar 2017,1,0,0,0,0,0,7,0,2,18,0,0,0,0,1,0,0,2,4,0,0,0,18,0,1,4,0,0
Apr 2017,1,0,0,0,0,0,7,0,2,17,0,1,0,0,1,0,0,0,4,0,0,0,16,1,2,3,0,0
May 2017,1,0,0,0,0,0,7,0,1,15,0,2,0,0,0,0,0,0,4,0,1,0,13,1,2,2,0,0
Jun 2017,1,0,0,0,0,0,7,0,1,12,0,1,0,0,0,0,0,0,4,0,0,0,11,1,2,0,0,0
Jul 2017,1,0,0,0,0,0,7,0,1,13,0,1,0,0,0,0,0,0,4,0,0,0,12,1,2,1,0,0
Aug 2017,1,0,0,0,0,0,6,0,1,12,0,1,0,0,0,0,0,0,4,0,0,0,11,1,2,1,0,0
Sep 2017,1,0,0,0,0,0,6,0,1,13,0,2,0,0,0,0,0,1,4,0,1,0,11,1,1,1,0,0
Oct 2017,1,0,0,0,0,0,8,0,3,15,0,1,0,0,0,0,0,1,4,0,0,0,14,1,0,1,0,0
Nov 2017,1,0,0,0,0,0,8,0,3,13,0,1,0,0,0,0,0,0,4,0,0,0,12,1,0,0,0,0
Dec 2017,1,0,0,0,0,0,7,0,4,14,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,2,0,0
Jan 2018,1,0,0,0,0,0,7,0,4,15,0,0,0,0,0,0,0,2,4,0,0,0,15,0,0,1,0,0
Feb 2018,1,0,0,0,0,0,7,0,4,15,0,0,0,0,0,0,0,2,4,0,0,0,15,0,0,1,0,0
Mar 2018,1,0,0,0,0,0,7,0,4,15,0,0,0,0,0,0,0,2,4,0,0,0,15,0,0,1,0,0
Apr 2018,0,1,0,0,0,0,6,0,4,15,0,1,0,0,0,0,0,2,4,0,0,0,14,0,0,2,0,0
May 2018,0,1,0,0,0,0,6,0,3,15,0,1,0,0,0,0,0,2,4,0,0,0,14,0,0,3,0,0
