Report Period,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,
Date data are based,"May 31, 2015","Jun 30, 2015","Jul 31, 2015","Aug 31, 2015","Sep 30, 2015","Oct 31, 2015","Nov 30, 2015","Dec 31, 2015",
Report Period,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,
Total Children in Care,11,11,11,10,11,11,11,9,
Total Family-like setting,2,2,1,1,1,2,2,1,
Relative foster home,0,0,0,0,0,0,0,0,
Non-relative foster home,1,1,1,1,1,1,1,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,1,1,0,0,0,1,1,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,9,9,10,9,10,9,9,8,
Group Home,0,0,0,0,0,1,1,1,
Residential Treatment,5,4,4,4,4,5,5,3,
Psychiatric RTC,0,1,0,0,0,0,0,1,
Boys School,3,3,3,3,2,1,1,1,
Girls School,0,0,0,0,0,0,1,1,
Detention,1,1,3,2,3,2,1,1,
Crisis Center,0,0,0,0,1,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Jan 31, 2016","Feb 29, 2016","Mar 31, 2016","Apr 30, 2016","May 31, 2016","Jun 30, 2016","Jul 31, 2016","Aug 31, 2016",
Report Period,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,
Total Children in Care,11,14,17,19,18,20,18,18,
Total Family-like setting,1,1,2,3,2,3,2,2,
Relative foster home,0,0,0,1,1,1,1,1,
Non-relative foster home,1,1,1,1,1,1,1,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,0,0,1,1,0,1,0,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,10,13,15,16,16,17,16,16,
Group Home,2,2,3,3,1,2,2,2,
Residential Treatment,3,3,3,4,5,5,4,5,
Psychiatric RTC,2,1,1,2,2,2,2,1,
Boys School,1,2,5,6,7,7,6,6,
Girls School,1,1,1,1,1,1,2,2,
Detention,1,2,1,0,0,0,0,0,
Crisis Center,0,2,1,0,0,0,0,0,
Hospital,0,0,0,0,0,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,0,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,0,0,0,0,0,
Date data are based,"Sep 30, 2016","Oct 31, 2016","Nov 30, 2016","Dec 31, 2016","Jan 31, 2017","Feb 28, 2017","Mar 31, 2017","Apr 30, 2017",
Report Period,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,
Total Children in Care,20,20,20,16,16,14,15,14,
Total Family-like setting,3,3,3,4,3,3,2,2,
Relative foster home,1,1,1,2,2,2,1,1,
Non-relative foster home,1,1,1,1,1,1,1,1,
Pre-adoptive home,0,0,0,0,0,0,0,0,
Trial Home Visit,1,1,1,1,0,0,0,0,
Supervised Independent Living,0,0,0,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,0,0,0,
Total Group Care,17,17,17,11,12,11,13,12,
Group Home,3,2,3,2,1,0,1,1,
Residential Treatment,6,7,7,4,4,4,4,5,
Psychiatric RTC,1,1,1,0,0,0,0,1,
Boys School,6,6,5,3,3,3,3,3,
Girls School,1,1,1,1,1,2,2,2,
Detention,0,0,0,1,2,1,3,0,
Crisis Center,0,0,0,0,0,1,0,0,
Hospital,0,0,0,0,1,0,0,0,
State Hospital,0,0,0,0,0,0,0,0,
Jail,0,0,0,0,0,0,0,0,
Runaway,0,0,0,0,1,0,0,0,
Interim,0,0,0,0,0,0,0,0,
Unknown,0,0,0,1,0,0,0,0,
Date data are based,"May 31, 2017","Jun 30, 2017","Jul 31, 2017","Aug 31, 2017","Sep 30, 2017","Oct 31, 2017","Nov 30, 2017","Dec 31, 2017",
Report Period,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,
Total Children in Care,16,19,19,22,19,
Total Family-like setting,2,3,5,5,5,
Relative foster home,1,1,1,1,1,
Non-relative foster home,1,1,1,1,0,
Pre-adoptive home,0,0,0,0,0,
Trial Home Visit,0,1,3,3,4,
Supervised Independent Living,0,0,0,0,0,
Long Term FC Non Relative,0,0,0,0,0,
Long Term FC Relative,0,0,0,0,0,
Specialized FC Non Relative,0,0,0,0,0,
Specialized FC Relative,0,0,0,0,0,
Therapeutic FC Non Relative,0,0,0,0,0,
Therapeutic FC Relative,0,0,0,0,0,
Total Group Care,14,16,14,17,14,
Group Home,2,4,3,3,3,
Residential Treatment,5,4,3,3,4,
Psychiatric RTC,1,1,2,2,2,
Boys School,3,4,4,5,3,
Girls School,2,2,1,1,1,
Detention,1,1,1,3,1,
Crisis Center,0,0,0,0,0,
Hospital,0,0,0,0,0,
State Hospital,0,0,0,0,0,
Jail,0,0,0,0,0,
Runaway,0,0,0,0,0,
Interim,0,0,0,0,0,
Unknown,0,0,0,0,0,
Date data are based,"Jan 31, 2018","Feb 28, 2018","Mar 31, 2018","Apr 30, 2018","May 31, 2018",
