period,Psychiatric RTC,Relative foster home,Supervised Independent Living,Long Term FC Non Relative,Long Term FC Relative,Interim,Boys School,State Hospital,Girls School,Total Children in Care,Hospital,Total Family-like setting,Therapeutic FC Non Relative,Specialized FC Relative,Jail,Pre-adoptive home,Crisis Center,Detention,district,Therapeutic FC Relative,Trial Home Visit,Runaway,Total Group Care,Non-relative foster home,Residential Treatment,Group Home,Specialized FC Non Relative,Unknown
Jun 2013,3,3,2,0,0,0,20,0,13,74,0,8,0,0,0,0,0,1,3,0,1,0,66,2,18,11,0,0
Jul 2013,4,4,1,0,0,0,20,0,13,72,0,7,0,0,0,0,0,0,3,0,0,0,65,2,17,11,0,0
Aug 2013,4,5,1,0,0,0,17,0,8,65,0,8,0,0,0,0,0,1,3,0,0,0,57,2,15,12,0,0
Sep 2013,5,4,1,0,0,0,17,0,8,60,0,7,0,0,0,0,0,0,3,0,0,0,53,2,12,11,0,0
Oct 2013,5,2,1,0,0,0,13,0,6,61,0,5,0,0,0,0,0,1,3,0,0,0,56,2,13,18,0,0
Nov 2013,5,2,1,0,0,0,16,0,7,64,0,6,0,0,0,0,0,2,3,0,1,0,58,2,11,17,0,0
Dec 2013,5,2,1,0,0,0,15,0,7,62,0,6,0,0,0,0,0,2,3,0,1,0,56,2,15,12,0,0
Jan 2014,5,1,1,0,0,0,15,0,6,63,0,5,0,0,0,0,0,4,3,0,1,0,58,2,16,12,0,0
Feb 2014,6,1,1,0,0,0,16,0,8,70,0,5,0,0,0,0,0,1,3,0,1,0,65,2,18,16,0,0
Mar 2014,8,1,1,0,0,0,16,0,9,72,0,5,0,0,0,0,0,0,3,0,1,0,67,2,18,16,0,0
Apr 2014,8,1,0,0,0,0,18,0,10,72,0,2,0,0,0,0,0,1,3,0,0,0,70,1,18,15,0,0
May 2014,8,1,0,0,0,0,15,0,11,75,0,2,0,0,0,0,0,6,3,0,0,0,73,1,18,15,0,0
Jun 2014,5,1,0,0,0,0,18,0,12,78,0,2,0,0,0,0,0,4,3,0,0,0,76,1,21,16,0,0
Jul 2014,5,1,0,0,0,0,20,0,12,72,0,2,0,0,0,0,0,1,3,0,0,0,70,1,18,14,0,0
Aug 2014,2,0,0,0,0,0,14,0,9,66,0,3,0,0,0,0,0,2,3,0,2,0,63,1,17,19,0,0
Sep 2014,2,0,0,0,0,0,14,0,12,66,0,4,0,0,0,0,0,2,3,0,3,0,62,1,15,17,0,0
Oct 2014,2,0,0,0,0,0,14,0,12,73,0,4,0,0,0,0,0,4,3,0,3,1,68,1,17,19,0,0
Nov 2014,3,0,0,0,0,0,19,0,11,80,0,3,0,0,0,0,0,3,3,0,2,0,77,1,17,24,0,0
Dec 2014,2,0,0,0,0,0,20,0,12,78,0,3,0,0,0,0,0,1,3,0,2,1,74,1,18,21,0,0
Jan 2015,1,0,0,0,0,0,17,0,9,69,0,2,0,0,0,0,0,3,3,0,2,0,67,0,19,18,0,0
Feb 2015,1,0,1,0,0,0,19,0,9,70,0,2,0,0,0,0,0,0,3,0,1,0,68,0,21,18,0,0
Mar 2015,1,0,0,0,0,0,17,0,7,72,0,1,0,0,0,0,0,1,3,0,1,0,71,0,22,23,0,0
Apr 2015,2,0,0,0,0,0,17,0,7,73,1,1,0,0,0,0,1,0,3,0,1,0,72,0,23,21,0,0
May 2015,2,0,0,0,0,0,14,0,6,72,0,1,0,0,0,0,1,2,3,0,1,0,71,0,23,23,0,0
Jun 2015,3,1,0,0,0,0,17,0,4,62,0,1,0,0,0,0,1,0,3,0,0,0,61,0,17,19,0,0
Jul 2015,4,1,0,0,0,0,15,0,5,60,0,1,0,0,0,0,1,0,3,0,0,0,59,0,19,15,0,0
Aug 2015,2,1,0,0,0,0,14,0,2,52,1,1,0,0,0,0,1,3,3,0,0,1,50,0,18,9,0,0
Sep 2015,3,1,0,0,0,0,19,0,2,57,1,1,0,0,0,0,2,3,3,0,0,0,56,0,15,11,0,0
Oct 2015,3,1,0,0,0,0,21,0,3,60,0,2,0,0,0,0,1,1,3,0,1,0,58,0,16,13,0,0
Nov 2015,4,1,0,0,0,0,20,0,7,63,0,1,0,0,0,0,1,2,3,0,0,1,61,0,13,14,0,0
Dec 2015,3,1,0,0,0,0,19,0,8,64,0,1,0,0,0,0,1,2,3,0,0,0,63,0,13,17,0,0
Jan 2016,3,0,0,0,0,0,18,0,9,59,0,1,0,0,0,0,1,1,3,0,1,0,58,0,9,17,0,0
Feb 2016,3,0,0,0,0,0,19,0,10,68,0,1,0,0,0,0,1,3,3,0,1,0,67,0,10,21,0,0
Mar 2016,3,0,0,0,0,0,18,0,9,72,1,1,0,0,0,0,1,1,3,0,1,0,71,0,14,24,0,0
Apr 2016,3,0,0,0,0,0,21,0,10,75,1,1,0,0,0,0,1,1,3,0,1,0,74,0,16,21,0,0
May 2016,2,0,0,0,0,0,16,0,13,76,0,1,0,0,0,0,0,1,3,0,1,0,75,0,22,21,0,0
Jun 2016,1,0,0,0,0,0,16,0,8,69,0,1,0,0,0,0,0,0,3,0,1,0,68,0,22,21,0,0
Jul 2016,2,1,0,0,0,0,19,0,8,73,0,3,0,0,0,0,0,0,3,0,1,0,70,1,22,19,0,0
Aug 2016,2,1,0,0,0,0,20,0,10,67,0,3,0,0,0,0,0,1,3,0,1,0,64,1,17,14,0,0
Sep 2016,1,1,0,0,0,0,19,0,13,76,0,3,0,0,0,0,0,1,3,0,1,0,73,1,17,22,0,0
Oct 2016,1,1,0,0,0,0,18,0,12,77,1,3,0,0,0,0,0,2,3,0,1,0,74,1,17,23,0,0
Nov 2016,1,1,0,0,0,0,20,0,13,75,0,2,0,0,0,0,0,2,3,0,0,0,73,1,17,20,0,0
Dec 2016,1,1,0,0,0,0,16,0,15,73,0,2,0,0,0,0,0,1,3,0,0,0,71,1,14,24,0,0
Jan 2017,1,1,0,0,0,0,15,0,15,80,1,2,0,0,0,0,0,4,3,0,0,1,77,1,15,26,0,0
Feb 2017,1,1,0,0,0,0,16,0,18,78,0,1,0,0,0,0,0,5,3,0,0,0,77,0,17,20,0,0
Mar 2017,1,0,0,0,0,0,18,0,14,78,0,0,0,0,0,0,0,3,3,0,0,0,78,0,17,25,0,0
Apr 2017,2,0,0,0,0,0,19,0,14,87,0,0,0,0,0,0,0,6,3,0,0,0,87,0,17,29,0,0
May 2017,2,0,0,0,0,0,23,0,14,85,1,1,0,0,0,0,0,1,3,0,1,0,84,0,18,25,0,0
Jun 2017,2,0,0,0,0,0,24,0,13,81,1,1,0,0,0,0,0,1,3,0,1,0,80,0,17,22,0,0
Jul 2017,2,0,0,0,0,0,22,0,10,81,1,1,0,0,0,0,0,1,3,0,1,0,80,0,18,26,0,0
Aug 2017,3,0,0,0,0,0,23,0,10,78,0,1,0,0,0,0,0,1,3,0,1,0,77,0,17,23,0,0
Sep 2017,3,0,0,0,0,0,23,0,10,82,0,1,0,0,0,0,0,1,3,0,1,0,80,0,20,23,0,1
Oct 2017,1,0,0,0,0,0,21,0,8,79,0,1,0,0,0,0,0,0,3,0,0,0,77,1,26,21,0,1
Nov 2017,1,0,0,0,0,0,21,0,10,81,0,2,0,0,0,0,0,0,3,0,1,0,78,1,27,19,0,1
Dec 2017,1,0,0,0,0,0,14,0,7,76,0,3,0,0,0,0,0,0,3,0,1,0,72,2,30,20,0,1
Jan 2018,2,0,0,0,0,0,14,0,7,78,0,3,0,0,0,0,0,0,3,0,2,0,75,1,30,22,0,0
Feb 2018,3,0,0,0,0,0,12,0,5,77,0,3,0,0,0,0,0,1,3,0,2,0,74,1,29,24,0,0
Mar 2018,4,1,0,0,0,0,15,0,8,85,0,4,0,0,0,0,0,2,3,0,2,0,81,1,28,24,0,0
Apr 2018,4,1,0,0,0,0,16,0,10,84,0,3,0,0,0,0,0,0,3,0,1,0,81,1,28,23,0,0
May 2018,5,0,0,0,0,0,14,0,8,75,0,2,0,0,0,0,0,1,3,0,1,0,73,1,27,18,0,0
